time,fC2LE2,fC2LE4,fC2LE7,fC2LE9,fPGWh,fPGWm
2050-10-09,229.57985,481.30237,205.0469,37.220238,172.53374,155.31853
2050-10-10,227.38028,455.24088,186.06332,41.80921,203.76338,168.57913
2050-10-11,223.13176,428.21466,168.19267,50.91027,235.629,196.12856
2050-10-12,216.34251,401.78796,152.41399,63.96171,278.99393,244.56999
2050-10-13,206.5362,375.57666,140.48898,76.722435,320.91995,303.64914
2050-10-14,193.72354,349.87772,131.84805,91.02291,346.45718,348.8313
2050-10-15,179.17036,322.70084,126.42789,104.50713,346.83167,361.15613
2050-10-16,164.36574,296.56305,124.617485,113.76326,323.84494,338.37738
2050-10-17,150.78683,272.47516,126.083466,120.92563,289.18726,294.0623
2050-10-18,139.44302,249.96344,129.75504,126.00586,254.87738,244.67178
2050-10-19,130.49626,229.04803,134.22755,130.31502,227.30634,202.10924
2050-10-20,123.31511,210.10667,138.21179,133.48561,207.23567,169.81032
2050-10-21,116.87189,193.47997,140.9432,134.72945,190.26118,145.71722
2050-10-22,110.25031,179.19473,142.17288,134.74832,174.01173,126.311714
2050-10-23,103.080795,166.86714,141.97366,134.11984,157.67918,109.15282
2050-10-24,95.563385,155.84662,140.43716,132.13304,140.37828,92.924286
2050-10-25,88.106255,145.49666,137.4449,127.57682,122.98065,77.287346
2050-10-26,81.09063,135.2756,132.71292,121.00775,106.78342,62.545254
2050-10-27,74.760796,124.879654,126.013054,132.4696,92.53903,49.075287
2050-10-28,69.21061,114.3521,117.55167,158.45862,80.4855,37.311428
2050-10-29,64.38461,103.917114,108.05883,207.60023,70.50717,27.685804
2050-10-30,60.06925,93.773094,98.400955,279.91095,62.394573,20.31261
2050-10-31,56.05547,84.1684,89.311226,362.10995,55.885452,14.96287
2050-11-01,52.22246,75.358986,81.23957,431.42078,50.547222,11.133303
2050-11-02,48.57416,67.55859,74.3717,480.3974,46.000088,8.463405
2050-11-03,45.146385,60.861076,68.5806,507.32535,42.10829,6.8376155
2050-11-04,41.917767,55.19123,63.58402,508.77124,38.905014,5.9066606
2050-11-05,38.82523,50.380264,59.10415,482.52914,36.313652,5.227964
2050-11-06,35.88369,46.249157,54.932518,434.04233,34.21056,4.6265836
2050-11-07,33.160873,42.614388,50.936386,374.21692,32.362522,4.111722
2050-11-08,30.72639,39.26392,47.107044,315.0525,30.558758,3.6920526
2050-11-09,28.626537,36.036285,43.467262,263.5718,28.665897,3.3313425
2050-11-10,26.851355,32.89545,40.028687,220.77217,26.674644,3.0070715
2050-11-11,25.327105,29.902798,36.836945,185.26224,24.641119,2.706059
2050-11-12,23.965157,27.105127,33.944313,155.3133,22.601585,2.4194689
2050-11-13,22.709309,24.533678,31.331602,129.95882,20.556936,2.1421938
2050-11-14,21.544315,22.167383,28.918139,109.01902,18.517763,1.8836716
2050-11-15,20.454227,19.959593,26.618814,91.894775,16.531748,1.6517909
2050-11-16,19.387733,17.896837,24.387833,77.45005,14.674335,1.4554896
2050-11-17,18.298647,16.007677,22.278027,64.714455,13.02008,1.298196
